CODE;TEXT;TEXT_Q0;TEXT_Q1;TEXT_QN;N;Q;T;D;U;C;R;COMMENT
1646;next departure $Q for heavy lorr(y/ies);next departure for heavy lorr(y/ies);;;F;7;D;1;;22;Q10.Z78;
1647;next departure $Q for buses;next departure for buses;;;F;7;D;1;;22;Q10.Z79;
2035;message cancelled;;;;S;;;;;22;;
1701;$Q vehicle(s) on wrong carriageway;vehicle(s) on wrong carriageway;;;;0;(D);2;X;23;R1;
1704;$Q reckless driver(s);reckless driver(s);;;;0;(D);1;U;23;R2;
1705;$Q prohibited vehicle(s) on the roadway;prohibited vehicle(s) on the roadway;;;;0;D;1;U;23;R3;
1706;$Q emergency vehicles;emergency vehicles;;;;0;D;1;U;23;R4;
1707;$Q high-speed emergency vehicles;high-speed emergency vehicles;;;;0;D;1;X;23;R5;
1708;high-speed chase involving $Q vehicles;high-speed chase;;;;0;(D);1;X;23;R6;
1710;objects falling from moving vehicle;;;;;;(D);1;U;23;R8;
804;$Q sets of slow moving maintenance vehicles;slow moving maintenance vehicles;;;;0;D;1;U;23;E12;
1765;$Q vehicle(s) carrying hazardous materials;vehicle(s) carrying hazardous materials;;;;0;D;1;;23;S7;
1736;$Q vehicle(s) carrying hazardous materials. Danger;vehicle(s) carrying hazardous materials. Danger;;;;0;D;1;U;23;S7.Z91;
1768;Vehicles carrying hazardous materials have to stop at next safe place!;;;;;;D;1;U;23;S7.Z128;
681;$Q snowploughs;snowploughs;;;F;0;D;1;U;23;R9;
1711;emergency vehicle warning cleared;;;;;;(D);1;U;23;R96;
1702;dangerous vehicle warning cleared;;;;;;(D);2;U;23;R98;
1769;hazardous load warning cleared;;;;;;(D);1;;23;S96;
675;$Q salting vehicles;salting vehicles;;;;0;D;1;;23;Rnn;
1703;message cancelled;;;;S;;;;;23;;
347;$Q overheight vehicle(s);overheight vehicle(s);;;;0;D;1;;24;B26;
1739;$Q overheight load(s), danger;overheight load(s), danger;;;;0;D;1;U;24;S50D;
1751;$Q abnormal load(s);abnormal load(s);;;;0;D;1;;24;S1;
1731;$Q abnormal load(s), danger;abnormal load(s), danger;;;;0;D;1;U;24;S1D;
1752;$Q wide load(s);wide load(s);;;;0;D;1;;24;S2;
1732;$Q wide load(s), danger;wide load(s), danger;;;;0;D;1;U;24;S2D;
1753;$Q long load(s);long load(s);;;;0;D;1;;24;S3;
1733;$Q long load(s), danger;long load(s), danger;;;;0;D;1;U;24;S3D;
1754;$Q slow vehicle(s);slow vehicle(s);;;;0;D;1;;24;S4;
1734;$Q slow vehicle(s), danger;slow vehicle(s), danger;;;;0;D;1;U;24;S4D;
1764;$Q track-laying vehicle(s);track-laying vehicle(s);;;;0;D;1;;24;S6;
1735;$Q track-laying vehicle(s), danger;track-laying vehicle(s), danger;;;;0;D;1;U;24;S6D;
1767;$Q abnormal load(s). No overtaking;abnormal load(s). No overtaking;;;;0;D;1;U;24;S1.Z17;
1755;$Q convoy(s);convoy(s);;;;0;D;1;;24;S5;
1737;$Q convoy(s), danger;convoy(s), danger;;;;0;D;1;U;24;S5D;
1766;$Q military convoy(s);military convoy(s);;;;0;D;1;;24;S8;
1738;$Q military convoy(s), danger;military convoy(s), danger;;;;0;D;1;U;24;S8D;
1770;convoy cleared;;;;;;(D);1;;24;S97;
1762;exceptional load warning cleared;;;;;;(D);1;;24;S98;
1763;message cancelled;;;;S;;;;;24;;
1801;lane control signs not working;;;;;;D;1;U;25;T1;
1838;lane control signs working incorrectly;;;;;;D;1;U;25;T7;
1839;lane control signs operating;;;;;;D;1;;25;T8;
1840;variable message signs not working;;;;;;D;1;;25;T9;
1841;variable message signs working incorrectly;;;;;;D;1;U;25;T10;
1842;variable message signs operating;;;;;;D;1;;25;T11;
1802;emergency telephones not working;;;;;;D;2;;25;T2;
1803;emergency telephone number not working;;;;;;D;2;;25;T3;
1865;emergency telephones out of order. Extra police patrols in operation;;;;;;D;2;;25;T2.Z41;
1866;emergency telephones out of order. In emergency, wait for police patrol;;;;;;D;2;U;25;T2.Z126;
1804;$Q sets of traffic lights not working;traffic lights not working;;;;0;D;2;;25;T4;
1805;$Q sets of traffic lights working incorrectly;traffic lights working incorrectly;;;;0;D;2;U;25;T5;
1843;$Q sets of ramp control signals not working;ramp control signals not working;;;;0;D;1;;25;T12;
1844;$Q sets of ramp control signals working incorrectly;ramp control signals working incorrectly;;;;0;D;1;;25;T13;
1845;$Q sets of temporary traffic lights not working;temporary traffic lights not working;;;;0;D;2;;25;T14;
1846;$Q sets of temporary traffic lights working incorrectly;temporary traffic lights working incorrectly;;;;0;D;2;U;25;T15;
1850;lane control signs not working. Danger;;;;;;D;1;U;25;T1.Z91;
1864;lane control signs working incorrectly. Danger;;;;;;D;1;U;25;T7.Z91;
1867;$Q sets of traffic lights not working. Danger;traffic lights not working. Danger;;;;0;D;2;U;25;T4.Z91;
1875;$Q sets of traffic lights working incorrectly. Danger;traffic lights working incorrectly. Danger;;;;0;D;2;U;25;T5.Z91;
1879;$Q sets of temporary traffic lights not working. Danger;temporary traffic lights not working. Danger;;;;0;D;2;U;25;T14.Z91;
1847;traffic signal control computer not working;;;;;;D;2;;25;T16;
1848;traffic signal timings changed;;;;;;L;2;U;25;T17;
1806;level crossing failure;;;;;;D;2;;25;T6;
1849;tunnel ventilation not working;;;;;;D;2;U;25;T18;
1833;electronic signs repaired;;;;;;(D);2;;25;T95;
1834;emergency call facilities restored;;;;;;(D);2;;25;T96;
1835;traffic signals repaired;;;;;;(D);2;;25;T97;
1836;level crossing now working normally;;;;;;(D);2;;25;T98;
1983;power failure;;;;;;D;2;;25;T99;
1837;message cancelled;;;;S;;;;;25;;
1863;$Q automatic payment lanes not working;automatic payment lanes not working;;;;0;D;1;;25;Tnn;
1917;automatic toll system not working, pay manually;;;;;;D;1;;25;Tnn;
1851;temporary width limit $Q;temporary width limit;;;;9;(L);1;;26;U1;
1861;temporary height limit $Q;temporary height limit;;;;9;(L);1;;26;U2;
1881;temporary length limit $Q;temporary length limit;;;;9;(L);2;;26;U3;
1871;temporary axle load limit $Q;temporary axle load limit;;;;8;(L);2;;26;U4;
1872;temporary gross weight limit $Q;temporary gross weight limit;;;;8;(L);2;;26;U5;
1852;temporary width limit lifted;;;;;;(L);1;;26;U98;
1862;temporary height limit lifted;;;;;;(L);1;;26;U95;
1882;temporary length limit lifted;;;;;;(L);2;;26;U96;
1874;temporary axle weight limit lifted;;;;;;(L);2;;26;U94;
1873;temporary gross weight limit lifted;;;;;;(L);2;;26;U97;
1857;message cancelled;;;;S;;;;;26;;
1886;normal parking restrictions lifted;;;;;;D;2;;27;X1;
1887;special parking restrictions in force;;;;;;L;2;;27;X2;
1927;no parking until $Q;no parking;;;;7;D;2;;27;X6;
1928;special parking restrictions lifted;;;;;;(L);2;;27;X97;
1883;message cancelled;;;;S;;;;;27;;
1903;car park $Q full;car park full;;;;3;D;2;U;28;X3;
1922;expect car park to be full;;;;F;;D;2;;28;X3E;
1888;10% full;;;;;;(D);2;;28;X310;
1889;20% full;;;;;;(D);2;;28;X320;
1890;30% full;;;;;;(D);2;;28;X330;
1891;40% full;;;;;;(D);2;;28;X340;
1892;50% full;;;;;;(D);2;;28;X350;
1893;60% full;;;;;;(D);2;;28;X360;
1894;70% full;;;;;;(D);2;;28;X370;
1895;80% full;;;;;;(D);2;;28;X380;
1896;90% full;;;;;;(D);2;;28;X390;
1918;full;;;;;;(D);2;U;28;X300;
1904;all car parks $Q full;all car parks full;;;;3;(D);2;U;28;X4;
1924;multi story car parks full;;;;;;D;2;;28;X45;
1905;less than $Q car parking spaces available;less than car parking spaces available;;;;1;(D);2;;28;X5;
1926;no parking spaces available;;;;;;D;2;U;28;X40;
1923;expect no parking spaces available;;;;F;;D;2;U;28;X40E;
1920;only a few parking spaces available;;;;;;(D);2;;28;X41;
1921;$Q parking spaces available;parking spaces available;;;;1;(D);2;;28;X42;
1897;less than 10 parking spaces available;;;;;;(D);2;;28;X510;
1898;less than 20 parking spaces available;;;;;;(D);2;;28;X520;
1899;less than 30 parking spaces available;;;;;;(D);2;;28;X530;
1900;less than 40 parking spaces available;;;;;;(D);2;;28;X540;
1855;less than 50 parking spaces available;;;;;;(D);2;;28;X550;
1925;no problems to report with park and ride services;;;;;;(D);2;;28;X82;
1934;no park and ride information available until $Q;no park and ride information available;;;;7;D;2;;28;X85;
1990;car park closed until $Q;car park closed;;;;7;D;2;;28;X700;
1993;number of parking spaces decreasing;;;;;;D;2;;28;X31;
1994;number of parking spaces constant;;;;;;D;2;;28;X32;
1995;number of parking spaces increasing;;;;;;D;2;;28;X33;
1938;park and ride information service resumed;;;;;;(D);2;;28;X95;
1856;no parking information available until $Q;no parking information available;;;;7;(D);2;;28;X98;
2038;message cancelled;;;;S;;;;;28;;
1913;switch your car radio to $Q;switch your car radio;;;;12;(D);2;U;29;Y1;
1908;switch your car radio to $Q;switch your car radio;;;;11;(D);2;U;29;Y8;
1929;urgent information will be given at $Q on normal programme broadcasts;urgent information will be given on normal programme broadcasts;;;F;7;D;2;U;29;Y12E;
1931;detailed information will be given at $Q on normal programme broadcasts;detailed information will be given on normal programme broadcasts;;;F;7;D;2;U;29;Y29E;
1909;alarm call: important new information on this frequency follows now in normal programme;;;;S;;(D);1;;29;Y9;
1910;alarm set: new information will be broadcast between these times in normal programme;;;;S;;(L);1;;29;Y10;
1955;reference to audio programmes no longer valid;;;;;;(D);2;;29;Y95;
1911;message cancelled;;;;S;;;;;29;;
1940;additional regional information is provided by another TMC service;;;;;;(L);2;;30;Y14;
1941;additional local information is provided by another TMC service;;;;;;(L);2;;30;Y15;
1942;additional public transport information is provided by another TMC service;;;;;;(L);2;;30;Y16;
1943;national traffic information is provided by another TMC service;;;;;;(L);2;;30;Y17;
1944;this service provides major road information;;;;;;(L);2;;30;Y18;
1945;this service provides regional travel information;;;;;;(L);2;;30;Y19;
1946;this service provides local travel information;;;;;;(L);2;;30;Y20;
1947;no detailed regional information provided by this service;;;;;;L;2;;30;Y21;
1948;no detailed local information provided by this service;;;;;;L;2;;30;Y22;
1932;detailed information is provided by another TMC service;;;;;;D;2;U;30;Y30;
1949;no cross-border information provided by this service;;;;;;L;2;;30;Y23;
1950;information restricted to this area;;;;;;L;2;;30;Y24;
1951;no new traffic information available until $Q;no new traffic information available;;;;7;D;2;;30;Y25;
1952;no public transport information available;;;;;;D;2;;30;Y26;
1953;this TMC-service is being suspended at $Q;this TMC-service is being suspended;;;;7;D;2;;30;Y27;
1954;active TMC-service will resume at $Q;active TMC-service will resume;;;F;7;D;2;;30;Y28E;
1930;this TMC-service is not active until $Q;this TMC-service is not active;;;;7;D;2;;30;Y13;
1914;no information available until $Q;no information available;;;;7;D;2;;30;Y2;
1916;no information available until $Q due to technical problems;no information available due to technical problems;;;;7;D;2;;30;Y2.Z175;
1939;travel information telephone service available;;;;;;D;2;;30;;
1956;reference to other TMC services no longer valid;;;;;;(D);2;;30;Y96;
1957;previous announcement about this or other TMC services no longer valid;;;;;;(D);2;;30;Y97;
1964;rail information service not available;;;;;;D;2;;30;Y4;
1965;rail information service resumed;;;;;;D;2;;30;Y49;
1966;rapid transit information service not available;;;;;;D;2;;30;Y5;
1967;rapid transit information service resumed;;;;;;D;2;;30;Y59;
2039;message cancelled;;;;S;;;;;30;;
1915;this message is for test purposes only number $Q, please ignore;this message is for test purposes only, please ignore;;;;0;(D);1;;31;Y3;
1907;(null event);;;;;;D;1;;31;Y7;{no event description, but location etc. given in message}
2047;(null message);;;;S;;(D);2;;31;Y11;{completely silent message, see EN ISO 14819-1 Section 3.5.4}
2041;nothing to report;;;;S;;(D);2;;31;Y11;
2040;message cancelled;;;;S;;;;;31;;
80;heavy traffic has to be expected;;;;F;;L;1;;32;A4F
81;traffic congestion has to be expected;;;;F;;L;1;U;32;A9F
82;$Q sets of roadworks. Heavy traffic has to be expected;roadworks. Heavy traffic has to be expected;;;F;0;L;1;;32;E1.A4F
83;closed ahead. Heavy traffic expected;;;;F;;L;1;U;32;C3.A4F
84;major event. Heavy traffic has to be expected;;;;F;;L;1;;32;P1.A4F
85;sports meeting. Heavy traffic has to be expected;;;;F;;L;1;;32;P2.A4F
86;fair. Heavy traffic has to be expected;;;;F;;L;1;;32;P6.A4F
87;evacuation. Heavy traffic has to be expected;;;;F;;L;1;;32;P49.A4F
88;traffic congestion forecast withdrawn;;;;F;;(L);1;;32;A96F
89;message cancelled;;;;S;;;;;32;
1151;$Q probability of heavy snowfall;heavy snowfall;;;F;3;L;2;U;33;H1F
1152;$Q probability of snowfall;snowfall;;;F;3;L;2;;33;H2F
1129;$Q probability of winter storm;winter storm;;;F;3;L;2;U;33;H19F
1131;$Q probability of blizzard;blizzard;;;F;3;L;2;U;33;H20F
1133;$Q probability of damaging hail;damaging hail;;;F;3;L;2;U;33;H21F
1153;$Q probability of hail;hail;;;F;3;L;2;;33;H3F
1154;$Q probability of sleet;sleet;;;F;3;L;2;;33;H4F
1155;$Q probability of thunderstorms;thunderstorms;;;F;3;L;2;;33;H5F
1327;$Q probability of sandstorms;sandstorms;;;F;3;L;2;U;33;L13F
1156;$Q probability of heavy rain;heavy rain;;;F;3;L;2;;33;H6F
1157;$Q probability of rain;rain;;;F;3;L;2;;33;H7F
1158;$Q probability of showers;showers;;;F;3;L;2;;33;H8F
1159;$Q probability of heavy frost;heavy frost;;;F;3;L;2;;33;H9F
1160;$Q probability of frost;frost;;;F;3;L;2;;33;H10F
1117;$Q probability of overcast weather;overcast weather;;;F;3;L;2;;33;H11F
1118;$Q probability of mostly cloudy;mostly cloudy;;;F;3;L;2;;33;H12F
1119;$Q probability of partly cloudy;partly cloudy;;;F;3;L;2;;33;H13F
1120;$Q probability of sunny periods;sunny periods;;;F;3;L;2;;33;H14F
1121;$Q probability of clear weather;clear weather;;;F;3;L;2;;33;H15F
1122;$Q probability of sunny weather;sunny weather;;;F;3;L;2;;33;H16F
1123;$Q probability of mostly dry weather;mostly dry weather;;;F;3;L;2;;33;H17F
1124;$Q probability of dry weather;dry weather;;;F;3;L;2;;33;H18F
1125;sunny periods and with $Q probability of showers;sunny periods and with showers;;;F;3;L;2;;33;H14F.H8F
1315;$Q probability of dense fog;dense fog;;;F;3;L;2;U;33;L1F
1306;$Q probability of fog;fog;;;F;3;L;2;;33;L2F
1316;$Q probability of patchy fog;patchy fog;;;F;3;L;2;;33;L3F
1317;$Q probability of freezing fog;freezing fog;;;F;3;L;2;U;33;L4F
1300;snowfall and fog visibility reduced to $Q expected;snowfall and fog expected;;;F;2;L;2;U;33;L2.H2F
1140;weather forecast withdrawn;;;;F;;(L);2;;33;H95F
1141;fog forecast withdrawn;;;;F;;(L);2;;33;H96F
1138;severe weather warnings cancelled;;;;F;;(L);2;;33;H97F
1139;message cancelled;;;;S;;;;;33;
1046;ice expected above $Q hundred metres;ice expected;;;F;0;L;2;;34;G6F
1049;icy patches expected above $Q hundred metres;icy patches expected;;;F;0;L;2;U;34;G28F
1051;black ice expected above $Q hundred metres;black ice expected;;;F;0;L;2;U;34;G7F
1052;freezing rain expected above $Q hundred metres;freezing rain expected;;;F;0;L;2;U;34;G8F
1053;snow drifts expected above $Q hundred metres;snow drifts expected;;;F;0;L;2;;34;G15F
1143;slippery road expected above $Q hundred metres;slippery road expected;;;F;0;L;2;;34;G3F
1071;road conditions forecast withdrawn;;;;F;;(L);2;;34;G99F
1072;message cancelled;;;;S;;;;;34;
1328;$Q probability of air quality: good;air quality: good;;;F;3;L;2;;35;L14F
1329;$Q probability of air quality: fair;air quality: fair;;;F;3;L;2;;35;L15F
1330;$Q probability of air quality: poor;air quality: poor;;;F;3;L;2;;35;L16F
1331;$Q probability of air quality: very poor;air quality: very poor;;;F;3;L;2;;35;L17F
1311;$Q probability of severe exhaust pollution;severe exhaust pollution;;;F;3;L;2;;35;L7F
1333;$Q probability of smog;smog;;;F;3;L;2;;35;L18F
1334;$Q probability of pollen count: high;pollen count: high;;;F;3;L;2;;35;L19F
1335;$Q probability of pollen count: medium;pollen count: medium;;;F;3;L;2;;35;L20F
1336;$Q probability of pollen count: low;pollen count: low;;;F;3;L;2;;35;L21F
1339;air quality improved;;;;F;;(L);2;;35;L97F
2032;message cancelled;;;;S;;;;;35;
1251;$Q probability of tornadoes;tornadoes;;;F;3;L;2;U;36;J1F
1252;hurricane force winds $Q;hurricane force winds;;;F;4;L;2;U;36;J2F
1253;gales $Q;gales;;;F;4;L;2;U;36;J3F
1254;storm force winds $Q;storm force winds;;;F;4;L;2;;36;J4F
1255;strong winds $Q;strong winds;;;F;4;L;2;;36;J5F
1206;moderate winds $Q;moderate winds;;;F;4;L;2;;36;J6F
1207;light winds $Q;light winds;;;F;4;L;2;;36;J7F
1208;calm weather;;;;F;;L;2;;36;J8F
1256;strong wind forecast withdrawn;;;;F;;(L);2;;36;J94F
1216;tornado watch cancelled;;;;F;;(L);2;;36;J97F
1218;wind forecast withdrawn;;;;F;;(L);2;;36;J98F
1219;message cancelled;;;;S;;;;;36;
1351;maximum temperature of $Q;maximum temperature;;;F;6;L;2;;37;M1F
1359;temperature rising to $Q;temperature rising;;;F;6;L;2;;37;M8F
1401;minimum temperature of $Q;minimum temperature;;;F;6;L;2;;37;M9F
1360;temperature falling rapidly to $Q;temperature falling rapidly;;;F;6;L;2;;37;M10F
1361;temperature $Q;temperature;;;F;6;L;2;;37;M11F
1362;effective temperature, with wind chill $Q;effective temperature, with wind chill;;;F;6;L;2;;37;M12F
1364;extreme heat up to $Q;extreme heat;;;F;6;L;2;;37;M14F
1352;hot maximum temperature $Q;hot;;;F;6;L;2;;37;M2F
1353;warm maximum temperature $Q;warm;;;F;6;L;2;;37;M3F
1354;mild maximum temperature $Q;mild;;;F;6;L;2;;37;M4F
1355;cool maximum temperature $Q;cool;;;F;6;L;2;;37;M5F
1356;cold maximum temperature $Q;cold;;;F;6;L;2;;37;M6F
1357;very cold maximum temperature $Q;very cold;;;F;6;L;2;;37;M7F
1365;extreme cold of $Q;extreme cold;;;F;6;L;2;;37;M21F
1402;very warm minimum temperature $Q;very warm;;;F;6;L;2;;37;M15F
1403;warm minimum temperature $Q;warm;;;F;6;L;2;;37;M16F
1404;mild minimum temperature $Q;mild;;;F;6;L;2;;37;M17F
1405;cool minimum temperature $Q;cool;;;F;6;L;2;;37;M18F
1406;cold minimum temperature $Q;cold;;;F;6;L;2;;37;M19F
1407;very cold minimum temperature $Q;very cold;;;F;6;L;2;;37;M20F
1408;less extreme temperatures expected;;;;F;;L;2;;37;M22F
1358;message cancelled;;;;S;;;;;37;
1680;delays $Q have to be expected;delays have to be expected;;;F;5;L;1;;38;Q1F
1681;delays of several hours have to be expected;;;;F;;L;1;U;38;Q199F
1682;closed ahead. Delays $Q have to be expected;closed ahead. Delays have to be expected;;;F;5;L;1;U;38;C3.Q1F
1683;roadworks. Delays $Q have to be expected;roadworks. Delays have to be expected;;;F;5;L;1;;38;E1.Q1F
1684;flooding. Delays $Q have to be expected;flooding. Delays have to be expected;;;F;5;L;1;U;38;F5.Q1F
1685;major event. Delays $Q have to be expected;major event. Delays have to be expected;;;F;5;L;1;U;38;P1.Q1F
1686;strike. Delays $Q have to be expected;strike. Delays have to be expected;;;F;5;L;1;U;38;P42.Q1F
1687;delays of several hours for heavy lorries have to be expected;;;;F;;L;1;U;38;Q199.Z78F
1688;long delays have to be expected;;;;F;;L;1;U;38;Q23F
1689;very long delays have to be expected;;;;F;;L;1;U;38;Q25F
1690;delay forecast withdrawn;;;;F;;(L);2;;38;Q97F
1691;message cancelled;;;;S;;;;;38;
1780;cancellations have to be expected;;;;F;;L;1;;39;Q9F
1781;all services fully booked until $Q;all services fully booked;;;F;7;L;1;U;39;Q6F
1782;park and ride service will not be operating until $Q;park and ride service will not be operating;;;F;7;L;2;U;39;Q12F
1783;normal services will not be operating until $Q;normal services will not be operating;;;F;7;L;2;U;39;Q14F
1784;rail services will not be operating until $Q;rail services will not be operating;;;F;7;L;2;U;39;Q15F
1785;rapid transit service will not be operating until $Q;rapid transit service will not be operating;;;F;7;L;2;U;39;Q20F
1786;underground service will not be operating until $Q;underground service will not be operating;;;F;7;L;2;U;39;Q19F
1787;public transport will be on strike;;;;F;;L;2;U;39;Q22F
1788;ferry service will not be operating until $Q;ferry service will not be operating;;;F;7;L;2;U;39;Q30F
39;reopening of bridge expected $Q;reopening of bridge expected;;;F;7;L;2;;39;
1789;normal services expected;;;;F;;L;2;;39;Q98F
1790;message cancelled;;;;S;;;;;39;
